 RAINS-DIS_HR_HPC-MV_FINAL        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Part Pins List          0/2747 Selected Parts             10-Jan-2011 9:00
                                                           INCH units

Part        T/B
Pin   Name      X         Y     Layer  Net               Nail(s)

Part CN2    (T)

   2    2    -0.686    -3.568     1    GND               1

Part C863   (T)

   1    1    -0.426    -3.611     1    +1.5VRUNVGA       484
   2    2    -0.426    -3.592     1    GND               1

Part C864   (T)

   1    1    -1.687    -4.765     1    +1.5VRUNVGA       484
   2    2    -1.722    -4.765     1    GND               1

Part C865   (T)

   1    1    -1.807    -4.810     1    +1.5VRUNVGA       484
   2    2    -1.772    -4.810     1    GND               1

Part C866   (T)

   1    1    -1.809    -4.454     1    +1.5VRUNVGA       484
   2    2    -1.774    -4.454     1    GND               1

Part C867   (T)

   1    1    -1.807    -4.850     1    +1.5VRUNVGA       484
   2    2    -1.772    -4.850     1    GND               1

Part C868   (T)

   1    1    -0.704    -3.486     1    +1.5VRUNVGA       484
   2    2    -0.704    -3.521     1    GND               1

Part C869   (T)

   1    1    -0.286    -3.487     1    +1.5VRUNVGA       484
   2    2    -0.286    -3.522     1    GND               1

Part C870   (T)

   1    1    -0.266    -3.603     1    +1.5VRUNVGA       484
   2    2    -0.266    -3.568     1    GND               1

Part C871   (B)

   1    1    -0.426    -3.611     2    +1.5VRUNVGA       484
   2    2    -0.426    -3.592     2    GND               1

Part C872   (B)

   1    1    -0.222    -3.913     2    +1.5VRUNVGA       484
   2    2    -0.203    -3.913     2    GND               1

Part C873   (T)

   1    1    -0.348    -3.603     1    +1.5VRUNVGA       484
   2    2    -0.348    -3.568     1    GND               1

Part C874   (B)

   1    1    -0.578    -3.610     2    +1.5VRUNVGA       484
   2    2    -0.578    -3.591     2    GND               1

Part C875   (T)

   1    1    -0.542    -3.603     1    +1.5VRUNVGA       484
   2    2    -0.542    -3.568     1    GND               1

Part C876   (T)

   1    1    -0.307    -3.603     1    +1.5VRUNVGA       484
   2    2    -0.307    -3.568     1    GND               1

Part C877   (T)

   1    1    -0.223    -3.600     1    +1.5VRUNVGA       484
   2    2    -0.223    -3.565     1    GND               1

Part C878   (T)

   1    1    -1.538    -4.926     1    +1.5VRUNVGA       484
   2    2    -1.538    -4.945     1    GND               1

Part C879   (B)

   1    1    -1.076    -4.926     2    +1.5VRUNVGA       484
   2    2    -1.076    -4.945     2    GND               1

Part C880   (T)

   1    1    -0.245    -3.487     1    +1.5VRUNVGA       484
   2    2    -0.245    -3.522     1    GND               1

Part C881   (B)

   1    1    -1.697    -4.475     2    +1.5VRUNVGA       484
   2    2    -1.716    -4.475     2    GND               1

Part C882   (T)

   1    1    -0.327    -3.487     1    +1.5VRUNVGA       484
   2    2    -0.327    -3.522     1    GND               1

Part C883   (B)

   1    1    -1.024    -4.818     2    +1.5VRUNVGA       484
   2    2    -1.005    -4.818     2    GND               1

Part C884   (B)

   1    1    -1.567    -4.926     2    +1.5VRUNVGA       484
   2    2    -1.567    -4.945     2    GND               1

Part C885   (T)

   1    1    -1.807    -4.729     1    +1.5VRUNVGA       484
   2    2    -1.772    -4.729     1    GND               1

Part C886   (T)

   1    1    -0.310    -2.833     1    +1.5VRUNVGA       484
   2    2    -0.310    -2.814     1    GND               1

Part C887   (T)

   1    1    -1.559    -3.758     1    +1.5VRUNVGA       484
   2    2    -1.578    -3.758     1    GND               1

Part C888   (B)

   1    1    -1.697    -4.511     2    +1.5VRUNVGA       484
   2    2    -1.716    -4.511     2    GND               1

Part C889   (B)

   1    1    -0.982    -4.380     2    +1.5VRUNVGA       484
   2    2    -1.017    -4.380     2    GND               1

Part C890   (T)

   1    1    -1.799    -4.662     1    +1.5VRUNVGA       484
   2    2    -1.780    -4.662     1    GND               1

Part C891   (T)

   1    1    -0.982    -4.380     1    +1.5VRUNVGA       484
   2    2    -1.017    -4.380     1    GND               1

Part C892   (B)

   1    1    -1.799    -4.662     2    +1.5VRUNVGA       484
   2    2    -1.780    -4.662     2    GND               1

Part C893   (T)

   1    1    -1.799    -4.692     1    +1.5VRUNVGA       484
   2    2    -1.780    -4.692     1    GND               1

Part C896   (B)

   1    1    -1.689    -4.670     2    +1.5VRUNVGA       484
   2    2    -1.724    -4.670     2    GND               1

Part C898   (T)

   1    1    -1.024    -4.848     1    +1.5VRUNVGA       484
   2    2    -1.005    -4.848     1    GND               1

Part C901   (T)

   1    1    -1.697    -4.541     1    +1.5VRUNVGA       484
   2    2    -1.716    -4.541     1    GND               1

Part C902   (B)

   1    1    -1.697    -4.541     2    +1.5VRUNVGA       484
   2    2    -1.716    -4.541     2    GND               1

Part C903   (T)

   1    1    -1.500    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.500    -4.958     1    GND               1

Part C904   (B)

   1    1    -1.799    -4.692     2    +1.5VRUNVGA       484
   2    2    -1.780    -4.692     2    GND               1

Part C905   (T)

   1    1    -1.689    -4.670     1    +1.5VRUNVGA       484
   2    2    -1.724    -4.670     1    GND               1

Part C906   (B)

   1    1    -1.807    -4.729     2    +1.5VRUNVGA       484
   2    2    -1.772    -4.729     2    GND               1

Part C907   (B)

   1    1    -1.811    -4.621     2    +1.5VRUNVGA       484
   2    2    -1.776    -4.621     2    GND               1

Part C908   (B)

   1    1    -1.812    -4.580     2    +1.5VRUNVGA       484
   2    2    -1.777    -4.580     2    GND               1

Part C909   (B)

   1    1    -0.223    -3.647     2    +1.5VRUNVGA       484
   2    2    -0.188    -3.647     2    GND               1

Part C910   (B)

   1    1    -0.298    -3.487     2    +1.5VRUNVGA       484
   2    2    -0.298    -3.522     2    GND               1

Part C911   (B)

   1    1    -0.793    -3.602     2    +1.5VRUNVGA       484
   2    2    -0.793    -3.567     2    GND               1

Part C912   (B)

   1    1    -1.698    -4.580     2    +1.5VRUNVGA       484
   2    2    -1.717    -4.580     2    GND               1

Part C913   (T)

   1    1    -1.323    -4.926     1    +1.5VRUNVGA       484
   2    2    -1.323    -4.945     1    GND               1

Part C914   (B)

   1    1    -0.793    -3.485     2    +1.5VRUNVGA       484
   2    2    -0.793    -3.520     2    GND               1

Part C915   (T)

   1    1    -1.457    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.457    -4.958     1    GND               1

Part C916   (B)

   1    1    -1.375    -4.926     2    +1.5VRUNVGA       484
   2    2    -1.375    -4.945     2    GND               1

Part C917   (B)

   1    1    -0.752    -3.603     2    +1.5VRUNVGA       484
   2    2    -0.752    -3.568     2    GND               1

Part C918   (B)

   1    1    -1.809    -4.923     2    +1.5VRUNVGA       484
   2    2    -1.809    -4.942     2    GND               1

Part C919   (B)

   1    1    -0.752    -3.486     2    +1.5VRUNVGA       484
   2    2    -0.752    -3.521     2    GND               1

Part C920   (B)

   1    1    -1.806    -4.852     2    +1.5VRUNVGA       484
   2    2    -1.771    -4.852     2    GND               1

Part C921   (B)

   1    1    -0.211    -3.463     2    +1.5VRUNVGA       484
   2    2    -0.176    -3.463     2    GND               1

Part C922   (B)

   1    1    -0.211    -3.421     2    +1.5VRUNVGA       484
   2    2    -0.176    -3.421     2    GND               1

Part C923   (B)

   1    1    -1.810    -4.495     2    +1.5VRUNVGA       484
   2    2    -1.775    -4.495     2    GND               1

Part C925   (B)

   1    1    -1.806    -4.770     2    +1.5VRUNVGA       484
   2    2    -1.771    -4.770     2    GND               1

Part C927   (B)

   1    1    -1.806    -4.811     2    +1.5VRUNVGA       484
   2    2    -1.771    -4.811     2    GND               1

Part C928   (T)

   1    1    -1.810    -4.495     1    +1.5VRUNVGA       484
   2    2    -1.775    -4.495     1    GND               1

Part C929   (B)

   1    1    -2.452    -4.400     2    +1.5VRUNVGA       484
   2    2    -2.471    -4.400     2    GND               1

Part C930   (B)

   1    1    -1.689    -4.432     2    +1.5VRUNVGA       484
   2    2    -1.724    -4.432     2    GND               1

Part C931   (B)

   1    1    -1.800    -4.536     2    +1.5VRUNVGA       484
   2    2    -1.782    -4.536     2    GND               1

Part C932   (T)

   1    1    -1.844    -4.920     1    +1.5VRUNVGA       484
   2    2    -1.844    -4.955     1    GND               1

Part C933   (B)

   1    1    -2.440    -4.820     2    +1.5VRUNVGA       484
   2    2    -2.458    -4.820     2    GND               1

Part C934   (T)

   1    1    -1.689    -4.432     1    +1.5VRUNVGA       484
   2    2    -1.724    -4.432     1    GND               1

Part C935   (B)

   1    1    -1.688    -4.763     2    +1.5VRUNVGA       484
   2    2    -1.723    -4.763     2    GND               1

Part C936   (B)

   1    1    -1.687    -4.845     2    +1.5VRUNVGA       484
   2    2    -1.722    -4.845     2    GND               1

Part C937   (B)

   1    1    -1.687    -4.804     2    +1.5VRUNVGA       484
   2    2    -1.722    -4.804     2    GND               1

Part C938   (T)

   1    1    -1.024    -4.818     1    +1.5VRUNVGA       484
   2    2    -1.005    -4.818     1    GND               1

Part C939   (T)

   1    1    -2.451    -4.452     1    +1.5VRUNVGA       484
   2    2    -2.470    -4.452     1    GND               1

Part C940   (T)

   1    1    -1.809    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.809    -4.942     1    GND               1

Part C941   (B)

   1    1    -1.774    -4.920     2    +1.5VRUNVGA       484
   2    2    -1.774    -4.955     2    GND               1

Part C942   (T)

   1    1    -2.652    -4.710     1    +1.5VRUNVGA       484
   2    2    -2.652    -4.691     1    GND               1

Part C943   (T)

   1    1    -1.774    -4.920     1    +1.5VRUNVGA       484
   2    2    -1.774    -4.955     1    GND               1

Part C944   (B)

   1    1    -1.844    -4.920     2    +1.5VRUNVGA       484
   2    2    -1.844    -4.955     2    GND               1

Part C945   (T)

   1    1    -1.415    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.415    -4.958     1    GND               1

Part C946   (T)

   1    1    -1.955    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.955    -4.942     1    GND               1

Part C947   (B)

   1    1    -1.415    -4.923     2    +1.5VRUNVGA       484
   2    2    -1.415    -4.958     2    GND               1

Part C948   (T)

   1    1    -0.334    -2.833     1    +1.5VRUNVGA       484
   2    2    -0.334    -2.814     1    GND               1

Part C949   (T)

   1    1    -1.278    -3.740     1    +1.5VRUNVGA       484
   2    2    -1.278    -3.759     1    GND               1

Part C950   (T)

   1    1    -1.470    -3.757     1    +1.5VRUNVGA       484
   2    2    -1.451    -3.757     1    GND               1

Part C952   (T)

   1    1    -1.076    -4.926     1    +1.5VRUNVGA       484
   2    2    -1.076    -4.945     1    GND               1

Part C953   (B)

   1    1    -1.538    -4.926     2    +1.5VRUNVGA       484
   2    2    -1.538    -4.945     2    GND               1

Part C954   (B)

   1    1    -2.439    -4.692     2    +1.5VRUNVGA       484
   2    2    -2.458    -4.692     2    GND               1

Part C955   (T)

   1    1    -2.294    -4.924     1    +1.5VRUNVGA       484
   2    2    -2.294    -4.943     1    GND               1

Part C956   (B)

   1    1    -2.294    -4.924     2    +1.5VRUNVGA       484
   2    2    -2.294    -4.943     2    GND               1

Part C957   (T)

   1    1    -2.036    -4.920     1    +1.5VRUNVGA       484
   2    2    -2.036    -4.955     1    GND               1

Part C958   (B)

   1    1    -2.036    -4.920     2    +1.5VRUNVGA       484
   2    2    -2.036    -4.955     2    GND               1

Part C959   (B)

   1    1    -2.333    -4.932     2    +1.5VRUNVGA       484
   2    2    -2.368    -4.932     2    GND               1

Part C960   (B)

   1    1    -1.884    -4.923     2    +1.5VRUNVGA       484
   2    2    -1.884    -4.942     2    GND               1

Part C962   (T)

   1    1    -2.333    -4.932     1    +1.5VRUNVGA       484
   2    2    -2.368    -4.932     1    GND               1

Part C963   (T)

   1    1    -2.621    -4.710     1    +1.5VRUNVGA       484
   2    2    -2.621    -4.691     1    GND               1

Part C964   (B)

   1    1    -2.441    -4.782     2    +1.5VRUNVGA       484
   2    2    -2.476    -4.782     2    GND               1

Part C965   (T)

   1    1    -1.884    -4.923     1    +1.5VRUNVGA       484
   2    2    -1.884    -4.942     1    GND               1

Part C966   (B)

   1    1    -1.689    -4.630     2    +1.5VRUNVGA       484
   2    2    -1.724    -4.630     2    GND               1

Part C968   (T)

   1    1    -1.567    -4.926     1    +1.5VRUNVGA       484
   2    2    -1.567    -4.945     1    GND               1

Part C969   (T)

   1    1    -2.001    -4.926     1    +1.5VRUNVGA       484
   2    2    -2.001    -4.945     1    GND               1

Part C972   (B)

   1    1    -2.001    -4.923     2    +1.5VRUNVGA       484
   2    2    -2.001    -4.942     2    GND               1

Part C973   (T)

   1    1    -2.583    -4.729     1    +1.5VRUNVGA       484
   2    2    -2.583    -4.694     1    GND               1

Part C974   (B)

   1    1    -1.919    -4.920     2    +1.5VRUNVGA       484
   2    2    -1.919    -4.955     2    GND               1

Part C975   (T)

   1    1    -1.811    -4.621     1    +1.5VRUNVGA       484
   2    2    -1.776    -4.621     1    GND               1

Part C976   (T)

   1    1    -1.375    -4.926     1    +1.5VRUNVGA       484
   2    2    -1.375    -4.945     1    GND               1

Part C978   (B)

   1    1    -1.457    -4.923     2    +1.5VRUNVGA       484
   2    2    -1.457    -4.958     2    GND               1

Part C985   (B)

   1    1    -1.286    -4.958     2    GND               1
   2    2    -1.286    -4.923     2    VREFD1_MB0        1529

Part C986   (B)

   1    1    -0.981    -4.501     2    GND               1
   2    2    -1.016    -4.501     2    VREFD2_MB0        1525
